id,json
41,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 768467, ""Plan Width"": 111, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 234.855, ""Actual Rows"": 765914, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1995-03-25'::date)"", ""Rows Removed by Filter"": 734086}, ""Planning Time"": 0.039, ""Triggers"": [], ""Execution Time"": 258.755}"
42,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 409.825, ""Actual Total Time"": 437.162, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 336.831, ""Actual Total Time"": 336.832, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '57'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 437.174}"
43,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1015812, ""Plan Width"": 111, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 214.297, ""Actual Rows"": 1011346, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1994-02-25'::date)"", ""Rows Removed by Filter"": 488654}, ""Planning Time"": 0.039, ""Triggers"": [], ""Execution Time"": 239.9}"
44,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 774400, ""Plan Width"": 111, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 247.571, ""Actual Rows"": 772092, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1995-03-15'::date)"", ""Rows Removed by Filter"": 727908}, ""Planning Time"": 0.062, ""Triggers"": [], ""Execution Time"": 269.808}"
45,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 43483.7, ""Plan Rows"": 85762, ""Plan Width"": 111, ""Actual Startup Time"": 0.2, ""Actual Total Time"": 167.918, ""Actual Rows"": 87958, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 35734, ""Plan Width"": 111, ""Actual Startup Time"": 0.127, ""Actual Total Time"": 72.358, ""Actual Rows"": 29319, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-03-14'::date)"", ""Rows Removed by Filter"": 470681, ""Workers"": []}]}, ""Planning Time"": 0.045, ""Triggers"": [], ""Execution Time"": 170.436}"
46,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 547814, ""Plan Width"": 111, ""Actual Startup Time"": 0.026, ""Actual Total Time"": 234.084, ""Actual Rows"": 548923, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1996-03-06'::date)"", ""Rows Removed by Filter"": 951077}, ""Planning Time"": 0.038, ""Triggers"": [], ""Execution Time"": 249.665}"
47,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 407.886, ""Actual Total Time"": 430.046, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 331.991, ""Actual Total Time"": 331.991, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '90'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.052, ""Triggers"": [], ""Execution Time"": 430.062}"
48,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1027006, ""Plan Width"": 111, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 219.458, ""Actual Rows"": 1022459, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1994-02-07'::date)"", ""Rows Removed by Filter"": 477541}, ""Planning Time"": 0.04, ""Triggers"": [], ""Execution Time"": 246.198}"
49,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 804036, ""Plan Width"": 111, ""Actual Startup Time"": 0.034, ""Actual Total Time"": 222.096, ""Actual Rows"": 803015, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1995-01-25'::date)"", ""Rows Removed by Filter"": 696985}, ""Planning Time"": 0.066, ""Triggers"": [], ""Execution Time"": 247.688}"
50,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 438.788, ""Actual Total Time"": 465.162, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 328.349, ""Actual Total Time"": 328.349, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '76'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.052, ""Triggers"": [], ""Execution Time"": 465.177}"
51,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1016405, ""Plan Width"": 111, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 224.087, ""Actual Rows"": 1011941, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1994-02-24'::date)"", ""Rows Removed by Filter"": 488059}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 252.921}"
52,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 2228676, ""Plan Width"": 121, ""Actual Startup Time"": 0.027, ""Actual Total Time"": 1332.929, ""Actual Rows"": 2282224, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '31'::numeric)"", ""Rows Removed by Filter"": 3718991}, ""Planning Time"": 0.055, ""Triggers"": [], ""Execution Time"": 1406.174}"
53,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 403.863, ""Actual Total Time"": 417.846, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 332.844, ""Actual Total Time"": 332.845, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '52'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.05, ""Triggers"": [], ""Execution Time"": 417.858}"
54,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 406.996, ""Actual Total Time"": 424.655, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 334.602, ""Actual Total Time"": 334.603, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '96'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.049, ""Triggers"": [], ""Execution Time"": 424.668}"
55,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 780332, ""Plan Width"": 111, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 218.327, ""Actual Rows"": 778342, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1995-03-05'::date)"", ""Rows Removed by Filter"": 721658}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 240.052}"
56,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 43225.8, ""Plan Rows"": 83183, ""Plan Width"": 111, ""Actual Startup Time"": 0.201, ""Actual Total Time"": 165.852, ""Actual Rows"": 85382, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 34660, ""Plan Width"": 111, ""Actual Startup Time"": 0.099, ""Actual Total Time"": 64.898, ""Actual Rows"": 28461, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-03-18'::date)"", ""Rows Removed by Filter"": 471539, ""Workers"": []}]}, ""Planning Time"": 0.045, ""Triggers"": [], ""Execution Time"": 168.524}"
57,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 106615, ""Plan Width"": 111, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 213.469, ""Actual Rows"": 108575, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1998-02-09'::date)"", ""Rows Removed by Filter"": 1391425}, ""Planning Time"": 0.04, ""Triggers"": [], ""Execution Time"": 216.935}"
58,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 37246.2, ""Plan Rows"": 23387, ""Plan Width"": 111, ""Actual Startup Time"": 0.188, ""Actual Total Time"": 156.843, ""Actual Rows"": 24901, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 9745, ""Plan Width"": 111, ""Actual Startup Time"": 0.181, ""Actual Total Time"": 61.036, ""Actual Rows"": 8300, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-06-23'::date)"", ""Rows Removed by Filter"": 491700, ""Workers"": []}]}, ""Planning Time"": 0.043, ""Triggers"": [], ""Execution Time"": 157.652}"
59,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 403.251, ""Actual Total Time"": 421.713, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 330.632, ""Actual Total Time"": 330.632, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '66'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 421.725}"
60,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 435404, ""Plan Width"": 111, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 209.566, ""Actual Rows"": 434070, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1996-09-06'::date)"", ""Rows Removed by Filter"": 1065930}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 222.98}"
61,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1472917, ""Plan Width"": 111, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 214.985, ""Actual Rows"": 1472651, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-02-13'::date)"", ""Rows Removed by Filter"": 27349}, ""Planning Time"": 0.043, ""Triggers"": [], ""Execution Time"": 253.045}"
62,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 377847, ""Plan Width"": 111, ""Actual Startup Time"": 0.036, ""Actual Total Time"": 202.654, ""Actual Rows"": 377644, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1996-12-05'::date)"", ""Rows Removed by Filter"": 1122356}, ""Planning Time"": 0.065, ""Triggers"": [], ""Execution Time"": 213.258}"
63,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1285827, ""Plan Width"": 111, ""Actual Startup Time"": 0.031, ""Actual Total Time"": 226.441, ""Actual Rows"": 1283386, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-12-14'::date)"", ""Rows Removed by Filter"": 216614}, ""Planning Time"": 0.053, ""Triggers"": [], ""Execution Time"": 265.084}"
64,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 409.345, ""Actual Total Time"": 412.185, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 337.537, ""Actual Total Time"": 337.537, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '54'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.062, ""Triggers"": [], ""Execution Time"": 412.198}"
65,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 413128, ""Plan Width"": 111, ""Actual Startup Time"": 0.038, ""Actual Total Time"": 199.902, ""Actual Rows"": 412807, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1996-10-10'::date)"", ""Rows Removed by Filter"": 1087193}, ""Planning Time"": 0.052, ""Triggers"": [], ""Execution Time"": 210.731}"
66,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 409.796, ""Actual Total Time"": 429.389, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 334.996, ""Actual Total Time"": 334.997, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '50'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.051, ""Triggers"": [], ""Execution Time"": 429.4}"
67,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 405.827, ""Actual Total Time"": 421.573, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 332.926, ""Actual Total Time"": 332.926, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '97'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.046, ""Triggers"": [], ""Execution Time"": 421.584}"
68,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 402.392, ""Actual Total Time"": 424.049, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 332.593, ""Actual Total Time"": 332.594, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '92'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.046, ""Triggers"": [], ""Execution Time"": 424.061}"
69,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 408.511, ""Actual Total Time"": 436.788, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 337.19, ""Actual Total Time"": 337.19, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '94'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.052, ""Triggers"": [], ""Execution Time"": 436.8}"
70,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 255072, ""Plan Width"": 111, ""Actual Startup Time"": 0.031, ""Actual Total Time"": 198.532, ""Actual Rows"": 257672, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1997-06-15'::date)"", ""Rows Removed by Filter"": 1242328}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 205.326}"
71,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 409.296, ""Actual Total Time"": 412.182, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 333.455, ""Actual Total Time"": 333.455, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '88'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.064, ""Triggers"": [], ""Execution Time"": 412.195}"
72,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1462922, ""Plan Width"": 111, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 224.033, ""Actual Rows"": 1461946, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-03-01'::date)"", ""Rows Removed by Filter"": 38054}, ""Planning Time"": 0.039, ""Triggers"": [], ""Execution Time"": 268.205}"
73,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1436162, ""Plan Width"": 111, ""Actual Startup Time"": 0.044, ""Actual Total Time"": 231.398, ""Actual Rows"": 1434535, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-04-14'::date)"", ""Rows Removed by Filter"": 65465}, ""Planning Time"": 0.074, ""Triggers"": [], ""Execution Time"": 276.585}"
74,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 37588.5, ""Plan Rows"": 26810, ""Plan Width"": 111, ""Actual Startup Time"": 0.395, ""Actual Total Time"": 209.032, ""Actual Rows"": 28539, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 11171, ""Plan Width"": 111, ""Actual Startup Time"": 0.077, ""Actual Total Time"": 63.227, ""Actual Rows"": 9513, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-06-17'::date)"", ""Rows Removed by Filter"": 490487, ""Workers"": []}]}, ""Planning Time"": 0.076, ""Triggers"": [], ""Execution Time"": 209.994}"
75,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 402.499, ""Actual Total Time"": 423.626, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 334.1, ""Actual Total Time"": 334.1, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '70'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.045, ""Triggers"": [], ""Execution Time"": 423.637}"
76,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1378262, ""Plan Width"": 111, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 228.842, ""Actual Rows"": 1376845, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-07-16'::date)"", ""Rows Removed by Filter"": 123155}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 269.288}"
77,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1270942, ""Plan Width"": 111, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 220.694, ""Actual Rows"": 1268526, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1993-01-07'::date)"", ""Rows Removed by Filter"": 231474}, ""Planning Time"": 0.058, ""Triggers"": [], ""Execution Time"": 257.048}"
